BIGDAM INTERNACIONAL LTDA.;;;;;;;
Manzana 04 Galpón 28 Zofri;;;;;;;
511374 - 511373;;;;;;;
N.I.T. 77.852.370-1;;;;;;;
LISTA EN STOCK DE MERCADERIA;;;;;;;
;;;;;;;
CODIGO LOCAL;N.PIEZA;DESCRIPCION;ORIGEN;MARCA;UNIDAD;CANTIDAD;P.UNIT.
228516;115-1937R-U;STOP NISS.TIDA 2014./ PULSAR 2014;TW;DEPO;PCS;4,00;52,00
228197;215-19F9L-AE;STOP NISSAN 720 '98/2000 ROJO/BLANCO;TW;DEPO;UNI;16,00;13,40
228198;215-19F9R-AE;STOP NISSAN 720 '98/2000 ROJO/BLANCO;TW;DEPO;UNI;16,00;13,40
234458;215-19J1-L-A KO;STOP NISSAN CARAVAN E25 02/08 KO;KO;S/M;UNI;19,00;14,50
234459;215-19J1-R-A KO;STOP NISSAN CARAVAN E25 02/08 KO;KO;S/M;UNI;28,00;14,50
224463;215-1919L-2;STOP NISSAN DATSUN CAMIONETA 84/87 UP720 PICK;TW;DEPO;UNI;5,00;4,60
228065;215-19G2PXA;STOP NISSAN FRONTIER CAMIONETA 97/99 TUNING SE;TW;DEPO;SET;5,00;40,50
228303;215-19H1L-UE;STOP NISSAN SUNNY 2003.;TW;DEPO;UNI;4,00;21,50
228304;215-19H1R-UE;STOP NISSAN SUNNY 2003.;TW;DEPO;UNI;4,00;21,50
228297;215-19A8L-U;STOP NISSAN SUNNY SENTRA B14 94/98  ROJO;TW;DEPO;UNI;2,00;13,75
228298;215-19A8R-U;STOP NISSAN SUNNY SENTRA B14 94/98  ROJO;TW;DEPO;UNI;1,00;13,75
228100;215-19A8L-U;STOP NISSAN SUNNY SENTRA B14 94/98 ROJO;TW;DEPO;UNI;3,00;13,75
228185;115-1923L-U;STOP NISSAN TIIDA 2005/2006;TW;DEPO;UNI;22,00;30,00
228186;115-1923R-U;STOP NISSAN TIIDA 2005/2006;TW;DEPO;UNI;21,00;30,00
228201;215-19K9L-AE;STOP NISSAN TIIDA 4D 2007;TW;DEPO;UNI;2,00;37,50
228202;215-19K9R-AE;STOP NISSAN TIIDA 4D 2007;TW;DEPO;UNI;2,00;37,50
224701;315-1906-R-AS;STOP NISSAN URVAN PATHFINDER 96/98;TW;DEPO;UNI;10,00;32,90
224753;212-2922L;STOP REFLECTOR PEQUEÑO TOY HILUX 90/00 YN140/;TW;DEPO;UNI;50,00;3,00
224754;212-2922R;STOP REFLECTOR PEQUEÑO TOY HILUX 98/00 YN140/;TW;DEPO;UNI;50,00;3,00
228311;231-1942L1U;STOP SUZUKI  EVERY-PRONTO 99-2004;TW;DEPO;UNI;12,00;17,00
228312;231-1942R1U;STOP SUZUKI  EVERY-PRONTO 99-2004;TW;DEPO;UNI;12,00;17,00
228096;218-1943L-UE;STOP SUZUKI SWIFT 04-05;TW;DEPO;UNI;6,00;28,00
228097;218-1943R-UE;STOP SUZUKI SWIFT 04-05;TW;DEPO;UNI;6,00;28,00
228327;218-1955L-LD-UE;STOP SUZUKI SX4- 4D.2008 SEDAN;TW;DEPO;PCS;5,00;57,50
228328;218-1955R-LD-UE;STOP SUZUKI SX4- 4D.2008 SEDAN;TW;DEPO;PCS;5,00;57,50
224719;218-1937L-AS;STOP SUZUKI VITARA 98/03 TUNING CRISTAL;TW;DEPO;UNI;4,00;27,00
224720;218-1937R-AS;STOP SUZUKI VITARA 98/03 TUNING CRISTAL;TW;DEPO;UNI;4,00;27,00
224764;318-1906L-AS;STOP SUZUKI VITARA 98/05 Y CHEBROLET TRACKER;TW;DEPO;UNI;2,00;24,50
224765;318-1906R-AS;STOP SUZUKI VITARA 98/05 Y CHEBROLET TRACKER;TW;DEPO;UNI;1,00;24,50
224785;312-1936L-AS;STOP TOY 4 RUNNER 01-02 USA;TW;DEPO;UNI;18,00;41,00
224786;312-1936R-AS;STOP TOY 4 RUNNER 01-02 USA;TW;DEPO;UNI;18,00;41,00
224511;212-1935R-1A;STOP TOY AE91 88/90 CROMADO;TW;DEPO;UNI;12,00;10,00
224512;212-1935L-1A;STOP TOY AE91 88/90 CROMADO;TW;DEPO;UNI;13,00;10,00
224488;212-1930R-A;STOP TOY COASTER 84/90;TW;DEPO;UNI;1,00;8,90
228051;212-19L2L-A;STOP TOY COASTER BB42 93-03/05 BLANCO/ROJO;TW;DEPO;UNI;5,00;21,80
228052;212-19L2R-A;STOP TOY COASTER BB42 93-03/05 BLANCO/ROJO;TW;DEPO;UNI;5,00;21,80
224492;212-1980R-2A;STOP TOY COASTER JUMBO 92/9...;TW;DEPO;UNI;6,00;18,50
224493;212-1980L-2A;STOP TOY COASTER JUMBO 92/9...;TW;DEPO;UNI;1,00;18,50
224497;212-1954L-A;STOP TOY COROLLA 90/91 AUTO;TW;DEPO;UNI;4,00;13,10
224498;212-1967R-A;STOP TOY COROLLA 92 AUTO;TW;DEPO;UNI;10,00;14,90
224499;212-1967L-A;STOP TOY COROLLA 92 AUTO;TW;DEPO;UNI;10,00;14,90
228013;312-1910-R-C-LED;STOP TOY COROLLA 92 VAGONETA C/LED TUNING BLA;KO;S/M;UNI;5,00;9,20
228010;312-1910-L-B-LED;STOP TOY COROLLA 92 VAGONETA C/LED TUNING NE;KO;S/M;UNI;66,00;9,20
228011;312-1910-R-B-LED;STOP TOY COROLLA 92 VAGONETA C/LED TUNING NEG;KO;S/M;UNI;55,00;9,20
224503;212-19B9L-UE;STOP TOY COROLLA 98/2000;TW;DEPO;UNI;19,00;15,10
224504;212-19B9R-UE;STOP TOY COROLLA 98/2000;TW;DEPO;UNI;19,00;15,10
224506;212-1979L-A;STOP TOY COROLLA AE101 92/94 AUTO;TW;DEPO;UNI;7,00;13,92
224715;212-1994L-AE;STOP TOY COROLLA AE110 95 AUTO;TW;DEPO;UNI;15,00;14,50
224716;212-1994R-AE;STOP TOY COROLLA AE110 95 AUTO;TW;DEPO;UNI;9,00;14,50
224743;212-19B7L-A;STOP TOY COROLLA AE110/111 95/98/99 WAGON;TW;DEPO;UNI;20,00;22,80
224744;212-19B7R-A;STOP TOY COROLLA AE110/111 95/98/99 WAGON;TW;DEPO;UNI;10,00;22,80
224517;212-1988R-A;STOP TOY COROLLA CE71, KE 85/87 3 CUERPOS;TW;DEPO;UNI;9,00;11,60
228014;212-1989-U-L-KO;STOP TOY COROLLA CE96 88/91 KO;KO;S/M;UNI;50,00;5,20
228015;212-1989-U-R-KO;STOP TOY COROLLA CE96 88/91 KO;KO;S/M;UNI;50,00;5,20
224509;212-1935R-2A;STOP TOY COROLLA EE90/88/90 NEGRO;TW;DEPO;UNI;19,00;9,40
224510;212-1935L-2A;STOP TOY COROLLA EE90/88/90 NEGRO;TW;DEPO;UNI;9,00;9,40
228146;212-19H1L-UE;STOP TOY COROLLA H/B 01-03 3D/5D;TW;DEPO;UNI;17,00;29,80
228147;212-19H1R-UE;STOP TOY COROLLA H/B 01-03 3D/5D;TW;DEPO;UNI;14,00;29,80
224666;212-1911-R;STOP TOY COROLLA KE30 76/79;TW;DEPO;UNI;4,00;14,25
224683;212-1912R-A;STOP TOY COROLLA KE70 78/81 AUTO;TW;DEPO;UNI;4,00;7,80
234432;212-1941-R-KO;STOP TOY COROLLA KE70 84/87 S/BORDE 2 CUERPOS;KO;S/M;UNI;4,00;3,15
224515;212-1913R-A;STOP TOY COROLLA KE75 82/83 AUTO;TW;DEPO;UNI;9,00;12,00
228148;212-19K4L-UE;STOP TOY COROLLA RUN X 3D/5D 04;TW;DEPO;UNI;10,00;32,00
228149;212-19K4R-UE;STOP TOY COROLLA RUN X 3D/5D 04;TW;DEPO;UNI;10,00;32,00
234456;212-19A5-A-L-KO;STOP TOY CORONA/CALDINA 92 KO;KO;S/M;UNI;1,00;10,00
224526;212-1916R-A;STOP TOY HIACE 84/87;TW;DEPO;UNI;1,00;6,00
224527;212-1916L-A;STOP TOY HIACE 84/87;TW;DEPO;UNI;47,00;6,00
224539;212-1914L-1;STOP TOY HILUX/RUNNER 84/87 CROME;TW;DEPO;UNI;38,00;4,80
234453;HLL01-2539-R;STOP TOY IPSUM ACM26 CA21 2001-2003;KO;S/M;UNI;55,00;13,00
234450;HLL01-2627-001-L;STOP TOY IPSUM SXN20 96;KO;S/M;UNI;69,00;11,20
234451;HLL01-2627-001-R;STOP TOY IPSUM SXN20 96;KO;S/M;UNI;73,00;11,20
224796;212-19B6L-A;STOP TOY LAND CRUISER 98/2002 HZ206/FJ10;TW;DEPO;UNI;14,00;20,00
224797;212-19B6R-A;STOP TOY LAND CRUISER 98/2002 HZ206/FJ10;TW;DEPO;UNI;14,00;20,00
224684;212-1955L-X;STOP TOY LAND CRUISER FJ82 AÑO 93/97;TW;DEPO;UNI;1,00;9,00
224685;212-1955R-X;STOP TOY LAND CRUISER FJ82 AÑO 93/97;TW;DEPO;UNI;31,00;9,00
228191;212-1955L-U;STOP TOY LAND CRUISER FJ82 AÑO 93/97;TW;DEPO;UNI;19,00;6,50
221869;212-19T7L-UE;STOP TOY LAND CRUISER PRADO FJ150-2009 TYPE LED;TW;DEPO;UNI;6,00;63,00
221870;212-19T7R-UE;STOP TOY LAND CRUISER PRADO FJ150-2009 TYPE LED;TW;DEPO;UNI;5,00;63,00
224789;212-1984-L-U;STOP TOY LITE ACE 90 YM31/CM31/KM50;TW;DEPO;UNI;3,00;23,90
224641;212-19D5PXA;STOP TOY PRADO CRISTAL TUNING 95/99 FJ90 VAGO;TW;DEPO;SET;2,00;50,00
224774;212-19G5L-UE;STOP TOY PRADO LAND CRUISER 03/05/06 FJ90 VAGONETA;TW;DEPO;UNI;6,00;29,00
224775;212-19G5R-UE;STOP TOY PRADO LAND CRUISER 03/05/06 FJ90 VAGONETA;TW;DEPO;UNI;6,00;29,00
224636;212-19B0L-A;STOP TOY PRADO/LAND CRUISER 97/99 FJ90 VAGONE;TW;DEPO;UNI;2,00;17,00
224637;212-19B0R-A;STOP TOY PRADO/LAND CRUISER 97/99 FJ90 VAGONE;TW;DEPO;UNI;2,00;17,00
144005;212-19Y002-R;STOP TOY PROBOX 2005;KO;S/M;UNI;6,00;16,00
228061;212-19H6L-UE;STOP TOY RAV 4 03/04;TW;DEPO;UNI;2,00;39,55
228062;212-19H6R-UE;STOP TOY RAV 4 03/04;TW;DEPO;UNI;3,00;39,55
228215;212-19N2L-UE;STOP TOY RAV 4 2005/2007 TIPO LED;TW;DEPO;UNI;6,00;57,00
228216;212-19N2R-UE;STOP TOY RAV 4 2005/2007 TIPO LED;TW;DEPO;UNI;6,00;57,00
224733;212-19K7-L-AQ;STOP TOY RAV 4 98/2001/02;TW;DEPO;UNI;13,00;22,80
224734;212-19K7-R-AQ;STOP TOY RAV 4 98/2001/02;TW;DEPO;UNI;12,00;22,80
224552;212-1970R-A;STOP TOY RUNNER 88/9....;TW;DEPO;UNI;5,00;15,00
144000;212-19Y000-R;STOP TOY SPRINTER 98/2000 AUTO KO;KO;S/M;UNI;2,00;16,00
144001;212-19Y000-R;STOP TOY SPRINTER 98/2000 AUTO KO;KO;S/M;UNI;1,00;16,00
234440;212-19A2-L-KO;STOP TOY STARLET 96 EP90 99 KO;KO;S/M;UNI;256,00;12,50
234441;212-19A2-R-KO;STOP TOY STARLET 96 EP90 99 KO;KO;S/M;UNI;264,00;12,50
228125;312-1969R-AS;STOP TOY TACOMA 05/08 USA;TW;DEPO;UNI;5,00;49,90
228124;312-1969L-AS;STOP TOY TACOMA 05/08/ USA;TW;DEPO;UNI;5,00;49,90
228140;112-1902L-U;STOP TOY TERCEL 99-02;TW;DEPO;UNI;4,00;25,25
228141;112-1902R-U;STOP TOY TERCEL 99-02;TW;DEPO;UNI;4,00;25,25
228134;312-1967L-AS;STOP TOY TUNDRA  2005/0606 DOBLE CABIN;TW;DEPO;UNI;4,00;58,00
228135;312-1967R-AS;STOP TOY TUNDRA  2005/0606 DOBLE CABIN;TW;DEPO;UNI;4,00;58,00
224562;212-1941L;STOP TOY VAGONETA 85/87 S/BORDE KE70 2 CUERPO;TW;DEPO;UNI;12,00;4,80
228179;212-19P3L-LD-AE;STOP TOY VITZ/YARIS. 5D.'05/06;TW;DEPO;UNI;12,00;33,99
234454;212-19B7-L-KO;STOP TOY. COROLLA 98 KO;KO;S/M;UNI;27,00;8,50
234455;212-19B7-R-KO;STOP TOY. COROLLA 98 KO;KO;S/M;UNI;37,00;8,50
228277;312-1981L-US;STOP TOY. CRUISER FJ 2007-11 ROJO/BLANCO CRISTAL;TW;DEPO;UNI;4,00;69,00
228278;312-1981R-US;STOP TOY. CRUISER FJ 2007-11 ROJO/BLANCO CRISTAL;TW;DEPO;UNI;4,00;69,00
228270;212-19R2L-UE;STOP TOY. RAV4 08. TIPO LED;TW;DEPO;PCS;6,00;63,50
228271;212-19R2R-UE;STOP TOY. RAV4 08. TIPO LED;TW;DEPO;PCS;6,00;63,50
228396;212-19T3L-RD-UE;STOP TOY. VITZ/YARIS 2009-10.;TW;DEPO;UNI;6,00;43,50
228397;212-19T3R-LD-UE;STOP TOY. VITZ/YARIS 2009-10.;TW;DEPO;UNI;6,00;43,50
228287;212-19Q3L-UE;STOP TOY.COROLLA SEDAN 07-08;TW;DEPO;UNI;10,00;24,00
228288;212-19Q3R-UE;STOP TOY.COROLLA SEDAN 07-08;TW;DEPO;UNI;10,00;24,00
228448;212-19X1L-UE;STOP TOY.YARIS / VITZ. 2011-13.;TW;DEPO;PCS;3,00;27,00
228449;212-19X1R-UE;STOP TOY.YARIS / VITZ. 2011-13.;TW;DEPO;PCS;3,00;27,00
144003;212-19Y001-L;STOP TOYOTA SPACIO 99/00 KO;KO;S/M;UNI;5,00;11,20
214806;C-12D;TAPA DE RADIADOR TOY 0,9 KG 92/95 UNIV CHICO HKT;JAP;HKT;UNI;949,00;2,50
860142;HQ-48810-65J00;TERMINAL DE DIREC. DE SUZUKI ESCUDO/ GRAND VITARA /SX4;KO;YOI;UNI;518,00;2,18
860129;4504729065;TERMINAL DE DIREC. TOY LUCIDA/ESTIMA/EMINA ( L ) '90-2000;KO;YOI;UNI;918,00;3,50
860128;4504629235;TERMINAL DE DIREC. TOY LUCIDA/ESTIMA/EMINA ( R ) '90-2000;KO;YOI;UNI;958,00;3,50
860161;HQ-860161;TERMINAL DE DIRECCION  DE TOYOTA STARLET EP91 '1994-1998;KO;YOI;UNI;378,00;3,15
860148;HQ-45046-39275;TERMINAL DE DIRECCION LARGO-CORTO DE TOYOTA COASTER JUMBO  ´1999-2005;KO;YOI;UNI;128,00;5,83
124846;45047-29075-Y-L;TERMINAL DIREC TOY CALDINA L COR CT190 ST;KO;YOI;UNI;1.518,00;2,89
860067;HQ-45046-19175-Y;TERMINAL DIREC TOY COROLLA 84/95 T/DEL;KO;YOI;UNI;5,00;2,24
860068;HQ-45047-29075-Y-L;TERMINAL DIREC. TOY CALDINA L COR CT190 ST;KO;YOI;UNI;1.730,00;2,89
860070;45046-39165-Y;TERMINAL DIREC. TOY HILUX/HIACE R/L LN30/YN61/YN5;KO;YOI;UNI;598,00;2,48
860090;45046-29325;TERMINAL DIRECCION TOY HIACE  2002;KO;YOI;UNI;1.268,00;3,19
860250;HQ-860250;TERMINAL DIRECION TOYOTA COROLLA   2015-2018;KO;YOI;UNI;148,00;3,15
850065;HQ NI-1-1009A;TERMINAL EXT DE JUNTA H. NISS 25X22 B13 ABS;KO;YOI;UNI;29,00;14,40
850045;HQ NI-1-1134;TERMINAL EXT DE JUNTA H. NISS AD 05/ADEL;KO;YOI;UNI;29,00;13,40
850039;HQ NI-1-1102;TERMINAL EXT DE JUNTA H. NISS VERSA/TIIDA;KO;YOI;UNI;115,00;13,40
850008;HQ NI-1-1014;TERMINAL EXT DE JUNTA H. NISS. MAXIMA/SERENA 85/92;KO;YOI;UNI;79,00;15,60
850047;HQ NI-1-1072;TERMINAL EXT JUNTA H. NISS. NV200, APV;KO;YOI;UNI;59,00;12,30
850064;HQ NI-1-1045A1;TERMINAL EXT JUNTA NISS MAXIMA 29x56x25ABS;KO;YOI;UNI;139,00;18,55
850043;HQ TO-1-1058A;TERMINAL EXT JUNTA TOY 24X26 R58 C/ABS VITZ /YARIS /PLATZ;KO;YOI;UNI;149,00;13,00
850058;HQ TO-1-1152A;TERMINAL EXT JUNTA TOY 26X56X29 COROLLA 03/08 MATRIX;KO;YOI;UNI;29,00;14,20
850052;HQ SK-1-1009;TERMINAL EXT,DE H. JUNTA SZ GRAND VITARA;KO;YOI;UNI;29,00;12,80
850051;HQ TO-1-1107;TERMINAL EXT,DE JUNTA H. TY HILUX VIGO 06/08/12;KO;YOI;UNI;155,00;19,20
850006;HQ NI-1-1043;TERMINAL EXT. DE JUNTA H. NISS. (BLUEBIRD / PRESEA);KO;YOI;UNI;60,00;13,45
850059;HQ NI-1-1093;TERMINAL EXT. DE JUNTA H. NISS. FRONTIER/NP300/PATHFINDER;KO;YOI;UNI;28,00;17,80
850012;HQ NI-1-1034;TERMINAL EXT. DE JUNTA H. NISS. PICK UP 4X4WD -SERENA;KO;YOI;UNI;318,00;16,90
850013;HQ NI-1-1022;TERMINAL EXT. DE JUNTA H. NISS. PICK UP 6 Cyl. 89/97 (PATHFINDER);KO;YOI;UNI;59,00;17,10
850016;HQ TO-1-1011;TERMINAL EXT. DE JUNTA H. TOY. AE100 92/AE92 26X24X56;KO;YOI;UNI;1.348,00;12,70
850019;HQ TO-1-1010;TERMINAL EXT. DE JUNTA H. TOY. AE90/EE80  26X23X56 TO-1-1001-(133208);KO;YOI;UNI;1.480,00;12,30
850020;HQ TO-1-1010A;TERMINAL EXT. DE JUNTA H. TOY. AE90/EE80 C/ABS 26X23X56 TO-1-1001-ABS (133220);KO;YOI;UNI;4.230,00;13,30
850021;HQ TO-1-1025;TERMINAL EXT. DE JUNTA H. TOY. CELICA/CORONA/CARINA/ 85/97 ST162/ST171 CAMRY 2,2L;KO;YOI;UNI;280,00;13,80
850022;HQ TO-1-1027A;TERMINAL EXT. DE JUNTA H. TOY. PROBOX 24x58x23 C/ABS;KO;YOI;UNI;2.009,00;13,70
850060;HQ TO-1-1192;TERMINAL EXT. DE JUNTA H. TOY. RAV-4 2.4/2.5L;KO;YOI;UNI;69,00;13,10
850024;HQ TO-1-1004A;TERMINAL EXT. DE JUNTA H. TOY. STARLET 90 EP81 ABS;KO;YOI;UNI;89,00;13,85
850025;HQ TO-1-1019;TERMINAL EXT. DE JUNTA H. TOY. T100 4WD 93/98;KO;YOI;UNI;119,00;15,80
850082;HQ NI-3-5037;TERMINAL IN. DE JUNTA H. NISS. B12-B13 90/2006 ;KO;YOI;UNI;39,00;15,25
850080;HQ TO-3-5010;TERMINAL IN. DE JUNTA H. TOY.   IPSUM SXM10 1996-2001 ;KO;YOI;UNI;28,00;28,20
850033;HQ TO-3-5009;TERMINAL IN. DE JUNTA H. TOY. AE80  23X34X23;KO;YOI;UNI;2,00;16,20
850034;HQ TO-3-5025;TERMINAL IN. DE JUNTA H. TOY. AE80 TERCEL 93/94  23X24X23;KO;YOI;UNI;40,00;16,60
850035;HQ TO-3-5034;TERMINAL IN. DE JUNTA H. TOY. CE100 CE90/92 20X35X23 - 88.6;KO;YOI;UNI;129,00;17,60
860152;HQ-45047-39165;TERMINAL LARGO DE TOYOTA COASTER BB20/JUMBO '1984-2005;KO;YOI;UNI;152,00;9,41
860107;860107;TERMINAL TOYOTA RUNNER HILO NORMAL 20 (L);KO;YOI;UNI;274,00;3,41
860126;860126;TERMINAL TOYOTA RUNNER HILO NORMAL 20 (R);KO;YOI;UNI;244,00;3,41
860081;HQ-48068-;TIJERAL DER.TOY. PROBOX 2WD/ 2NZ/ YARIS 99/ CON BUJE;KO;YOI;UNI;84,00;14,68
860080;HQ-48069-59035-L-Y;TIJERAL IZQ.TOY. PROBOX 2WD/ 2NZ/ YARIS 99/ CON BUJE;KO;YOI;UNI;86,00;14,68
860076;HQ-48069-19045-L;TIJERAL/BANDEJA C/ROTULA TOY KE70 LH C/TETON;KO;YOI;UNI;79,00;14,81
860077;HQ-48068-19045-R;TIJERAL/BANDEJA C/ROTULA TOY KE70 RH C/TETON;KO;YOI;UNI;80,00;14,81
860111;HQ-48069-12250-L;TIJERAL/BANDEJA TOY 2002 LH;KO;YOI;UNI;123,00;15,06
860112;HQ-48068-12250-R;TIJERAL/BANDEJA TOY 2002 RH;KO;YOI;UNI;122,00;15,06
860079;48069-12180-L-Y;TIJERAL/BANDEJA TOY AE100 98 LH;KO;YOI;UNI;49,00;15,06
860078;48068-12180-R-Y;TIJERAL/BANDEJA TOY AE100 98 RH;KO;YOI;UNI;69,00;15,06
860113;HQ-48069-12130-L ;TIJERAL/BANDEJA TOY COROLLA AE81/92 LH;KO;YOI;UNI;67,00;15,55
860114;HQ-48068-;TIJERAL/BANDEJA TOY COROLLA AE81/92 RH;KO;YOI;UNI;85,00;15,55
325037;JM-967C;TOMA AIRE C/CARBON C/PEGAMENTO T/OJITO AA;TW;NAK;SET;43,00;2,80
225552;215-1219L;VICEL DE FARO NISS UD10 1984 / CONDOR;TW;DEPO;PCS;50,00;9,00
225553;215-1219R;VICEL DE FARO NISS UD10 1984 / CONDOR;TW;DEPO;PCS;50,00;9,00
225550;215-1213L;VICEL DE FARO NISS.UD340 / CONDOR;TW;DEPO;PCS;50,00;9,00
225551;215-1213R;VICEL DE FARO NISS.UD340 / CONDOR;TW;DEPO;PCS;50,00;9,00
225400;212-1207-KO-R;VICEL FOCO REDONDO TOY COASTER 87 2DA;KO;DENNY;UNI;172,00;3,99
225401;212-1207-KO-L;VICEL FOCO REDONDO TOY COASTER 87 2DA;KO;DENNY;UNI;180,00;3,99
225462;MZ07054HAL;VICEL MAZDA B2200 97/98 PLATA-NEG;TW;TYG;UNI;2,00;6,50
225463;MZ07054HAR;VICEL MAZDA B2200 97/98 PLATA-NEG;TW;TYG;UNI;1,00;6,50
225532;MZ07046HAL;VICEL MAZDA E2200 92/93 VAN  PLATA;TW;TYG;UNI;10,00;14,39
225533;MZ07046HAR;VICEL MAZDA E2200 92/93 VAN  PLATA;TW;TYG;UNI;9,00;14,39
225530;DS07041HAL;VICEL NISSAN SENTRA/B11 84/86 CROME/ ARG;TW;TYG;UNI;10,00;4,90
225531;DS07041HAR;VICEL NISSAN SENTRA/B11 84/86 CROME/ ARG;TW;TYG;UNI;9,00;4,90
225474;215-1209-2-L;VICEL NISSAN URVAN E23 81/82 LH PLATA-GRIS;TW;TYG;UNI;5,00;3,85
225475;215-1209-2-R;VICEL NISSAN URVAN E23 81/82 RH PLATA-GRIS;TW;TYG;UNI;4,00;3,85
225496;215-2505L;VICEL TOMA AIRE NISSAN PATHFINDER 87/95 CAMI;TW;DEPO;UNI;25,00;1,80
225497;215-2505R;VICEL TOMA AIRE NISSAN PATHFINDER 87/95 CAMI;TW;DEPO;UNI;24,00;1,80
225429;212-1203-L;VICEL TOY COROLLA KE70/KE75 82/83;TW;TYG;UNI;50,00;5,11
225517;212-1217-R;VICEL TOY CORONA 79/80  CROM NEG RH (53131-29125);TW;TYG;UNI;9,00;6,48
225438;212-1223-R;VICEL TOY HIACE 89/93 LOBO GRIS/OSCURO;TW;TYG;UNI;184,00;3,15
225439;212-1223-L;VICEL TOY HIACE 89/93 LOBO GRIS/OSCURO;TW;TYG;UNI;185,00;3,15
225464;53140-26010-HL;VICEL TOY HIACE 95/98 LOBO HL;TW;TYG;UNI;103,00;9,50
225465;53130-26010-HR;VICEL TOY HIACE 95/98 LOBO RH;TW;TYG;UNI;103,00;9,50
225442;212-1226-1R;VICEL TOY HILUX 89/91 CROME/NEGRO;TW;TYG;UNI;4,00;5,00
225443;212-1226-1L;VICEL TOY HILUX 89/91 CROME/NEGRO;TW;TYG;UNI;5,00;5,00
225408;53131-35050-R;VICEL TOY HILUX 92/95 NEGRO;TW;DENNY;UNI;5,00;5,00
225409;TY07132HAL;VICEL TOY HILUX 92/95 NEGRO;TW;DENNY;UNI;5,00;5,00
144902;212-20Y001-L-KO;VICEL TOY NOAH 96/98;KO;S/M;UNI;52,00;7,10
144903;212-20Y001-R-KO;VICEL TOY NOAH 96/98;KO;S/M;UNI;32,00;7,10
235411;53132-28061-R-KO;VICEL TOY. NOAH 98-00 KO;KO;S/M;UNI;132,00;5,00
235412;53132-28061-L-KO;VICEL TOY. NOAH 98-00 KO;KO;S/M;UNI;133,00;5,00
235404;212-1231-2-L-KO;VICEL TOY/COROLLA VAGONETA 87 NEGRO KO;KO;S/M;UNI;1,00;4,35
235400;212-1223-R-KO;VICEL TOY/HIACE 90 LOBO;KO;DENNY;UNI;192,00;2,45
235401;212-1223-L-KO;VICEL TOY/HIACE 90 LOBO;KO;DENNY;UNI;193,00;2,45
225484;47-212-1112-KO-L;VIDRIO DE FAROL TOY COROLLA 88/91 KO;KO;S/M;UNI;3,00;3,50
225486;47-212-1142-KO-L;VIDRIO DE FAROL TOY COROLLA 92 KO;KO;S/M;UNI;9,00;3,50
225487;47-212-1142-KO-R;VIDRIO DE FAROL TOY COROLLA 92 KO;KO;S/M;UNI;23,00;3,50
225488;47-212-1193P-LD-KO;VIDRIO DE FAROL TOY COROLLA 99 CRISTAL NEGRO;TW;DEPO;UNI;2,00;3,50
225489;47-212-1193P-RD-KO;VIDRIO DE FAROL TOY COROLLA 99 CRISTAL NEGRO;TW;DEPO;UNI;1,00;3,50
225454;47-212-1128-L;VIDRIO DE FAROL TOY CORONA AT151 88/89;TW;DEPO;UNI;13,00;6,40
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
