CODIGO_ITEM ;NRO_PIEZA ;CODIGO_2 ;CODIGO_SUSTITUTO_1 ;DESCRIPCION ;CATEGORIA ;PRECIO_1_BS ;PESO ;VOL_CM3_UNID ;VOL_CBM_UNID ;UNID_X_CAJA ;NOMBRE_FAMILIA ;NOMBRE_GRUPO ;NOMBRE_SUBGRUPO ;NOMBRE_MARCA ;NOMBRE_UNIDAD ;NOMBRE_ORIGEN ;ALMACEN ;STOCK_MINIMO ;STOCK_MAXIMO ;NOMBRE_PROVEEDOR_1 ;NOMBRE_PROVEEDOR_2 ;NOMBRE_PROVEEDOR_3 ;CANTIDAD ;
MB20051A;;;;CAPO MITSUBISHI MINI PAJERO 08 H5# -;ACCESORIO;1288;0,1;0,01;0,01;1;MITSUBISHI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (2);;;TONG YANG;;;2;
MB20032A;;;;CAPO MITUBISHI MONTERO SPORT 00 C-Nozzle Hole;ACCESORIO;1605;0,1;0,01;0,01;1;MITSUBISHI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (3);;;TONG YANG;;;3;
TH-2141-L;;TH-2141-L;;ESPEJO LAT MB Montero-Pajero 97-00 LHD Manual Negro;ACCESORIO;283;0,1;0,01;0,01;6;MITSUBISHI;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;F: (0), A: (1);;;TONG YANG;;;1;
TH-2141-R;;TH-2141-R;;ESPEJO LAT MB Montero-Pajero 97-00 LHD Manual Negro;ACCESORIO;283;0,1;0,01;0,01;6;MITSUBISHI;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;F: (0), A: (1);;;TONG YANG;;;1;
YT-7240CEL;;YT-7240CEL;;ESPEJO LAT MB PAJERO-MONTERO Cromado '01-'06;ACCESORIO;512;0,1;0,01;0,01;20;MITSUBISHI;ACCESORIOS;PARTES;YTM;UNIDAD;TAIWAN;F: (0), A: (1);;;TONG YANG;;;1;
YT-7240CER;;MBM1053HR;;ESPEJO LAT MB PAJERO-MONTERO Cromado '01-'06;ACCESORIO;512;0,1;0,01;0,01;20;MITSUBISHI;ACCESORIOS;PARTES;YTM;UNIDAD;TAIWAN;F: (0), A: (1);0;0;TONG YANG;;;1;
YT-7231G-R;;MBM1049AGR;;ESPEJO LAT SUELTO , MITSUBISHI TRITON L200 06 LHD (GLASS ONLY);ACCESORIO;89;0,1;0,01;0,01;20;MITSUBISHI;ACCESORIOS;PARTES;YTM;UNIDAD;TAIWAN;F: (12), A: (2);0;0;TONG YANG;;;14;
YT-7274EL;;SZM1017FLE;;ESPEJO LAT SZ Swift 05 Elect, LHD (VM-6900E);ACCESORIO;415;0,1;0,01;0,01;5;SUZUKI;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;F: (0), A: (3);0;0;TONG YANG;;;3;
YT-7274ER;;SZM1017FRE;;ESPEJO LAT SZ Swift 05 Elect, LHD (VM-6900E);ACCESORIO;415;0,1;0,01;0,01;5;SUZUKI;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;F: (0), A: (3);0;0;TONG YANG;;;3;
TYM1121AR;;87910-02380;;ESPEJO LAT TY Corolla EE91 03 ELECTRICO (CE MODEL);ACCESORIO;208;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;SIN MARCA;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (0), A: (0);;;TONG YANG;;;1;
TYM1121AL;;87940-02380;;ESPEJO LAT TY Corolla EE91 03 ELECTRICO (CE MODEL);ACCESORIO;208;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;SIN MARCA;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (1), A: (0);;;TONG YANG;;;2;
TH-2292UE-L;;TYM1209AL;;ESPEJO LAT TY CORROLLA 014 LHD Electrico (USA);ACCESORIO;318;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), F: (0), A: (0);0;0;TONG YANG;;;2;
TH-2292UE-R;;TYM1209AR;;ESPEJO LAT TY CORROLLA 014 LHD Electrico (USA);ACCESORIO;318;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), F: (0), A: (0);0;0;TONG YANG;;;2;
TH-2178EC-L;;TYM1099AL;;ESPEJO LAT TY HILUX ´00 ELECT CHROME;ACCESORIO;342;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (0), A: (0);0;0;TONG YANG;;;1;
TH-2178EC-R;;TYM1099AR;;ESPEJO LAT TY HILUX ´00 ELECT CHROME;ACCESORIO;342;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (0), A: (0);0;0;TONG YANG;;;1;
YT-8033CEL-LD;;TYM1177JL;;ESPEJO LAT TY LAND CRUSSER 02-08 FJ120 Elect, LHD Cromado C-LED;ACCESORIO;481;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;YTM;UNIDAD;TAIWAN;F: (0), A: (4);0;0;TONG YANG;;;4;
YT-8033CER-LD;;TYM1177JR;;ESPEJO LAT TY LAND CRUSSER 02-08 FJ120 Elect, LHD Cromado C-LED;ACCESORIO;481;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;YTM;UNIDAD;TAIWAN;F: (0), A: (4);0;0;TONG YANG;;;4;
YT-8033BEL-LD;;TYM1177KL;;ESPEJO LAT TY LAND CRUSSER 02-08 FJ120 Elect, LHD NEGRO C-LED;ACCESORIO;428;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;YTM;UNIDAD;TAIWAN;F: (0), A: (4);0;0;TONG YANG;;;4;
YT-8033BER-LD;;TYM1177KR;;ESPEJO LAT TY LAND CRUSSER 02-08 FJ120 Elect, LHD NEGRO C-LED;ACCESORIO;428;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;YTM;UNIDAD;TAIWAN;F: (0), A: (4);0;0;TONG YANG;;;4;
YT-8032BEL;TYM1135AL;;;ESPEJO LAT TY Tacoma 05 Manual (Regular, Access Cab);ACCESORIO;209,1;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;YTM;UNIDAD;TAIWAN;PAU: (0), F: (1), A: (0);0;0;TONG YANG;FERIA BL;;1;
YT-8032BER;TYM1135AR;;;ESPEJO LAT TY Tacoma 05 Manual (Regular, Access Cab);ACCESORIO;209,1;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;YTM;UNIDAD;TAIWAN;PAU: (0), F: (1), A: (0);0;0;TONG YANG;FERIA BL;;1;
YT-7240G-L;;MBM1053EGL;;ESPEJO LAT, SUELTO MB Pajero 01-06 V60-V70 Espejo LHD C-Base;ACCESORIO;114;0,1;0,01;0,01;20;MITSUBISHI;ACCESORIOS;PARTES;YTM;UNIDAD;TAIWAN;F: (12), A: (2);0;0;TONG YANG;;;14;
YT-7240G-R;;MBM1053EGR;;ESPEJO LAT, SUELTO MB Pajero 01-06 V60-V70 Espejo LHD C-Base;ACCESORIO;114;0,1;0,01;0,01;20;MITSUBISHI;ACCESORIOS;PARTES;YTM;UNIDAD;TAIWAN;F: (14), A: (2);0;0;TONG YANG;;;16;
YT-7231G-L;;MBM1049AGL;;ESPEJO LAT, SUELTO MITSUBISHI TRITON L200 06 LHD (GLASS ONLY);ACCESORIO;89;0,1;0,01;0,01;20;MITSUBISHI;ACCESORIOS;PARTES;YTM;UNIDAD;TAIWAN;F: (12), A: (2);0;0;TONG YANG;;;14;
M-ESPJ-002;;M-ESPJ-002;;ESPEJO O RETROVISO;ACCESORIO;114;0,1;0,01;0,01;6;UNIVERSAL;ACCESORIOS;PARTES;ESMAMUT;SET;TAIWAN;PAU: (510), F: (0);;;ESMAMUT S.R.L.;;;510;
M-ESPJ-003;;M-ESPJ-003;;ESPEJO O RETROVISOR;ACCESORIO;235;0,1;0,01;0,01;6;UNIVERSAL;ACCESORIOS;PARTES;ESMAMUT;SET;TAIWAN;PAU: (358), F: (0);;;ESMAMUT S.R.L.;;;358;
TH-2093-L;;SZM1017ELE;;ESPEJO SUZUKI SWIF 05 LHD -;ACCESORIO;443;0,1;0,01;0,01;5;SUZUKI;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (2), A: (3);0;0;TONG YANG;;;6;
TH-2093-R;;SZM1017ERE;;ESPEJO SUZUKI SWIF 05 RHD -;ACCESORIO;282;0,1;0,01;0,01;5;SUZUKI;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (4), A: (1);0;0;TONG YANG;;;6;
TH-6901E-R;;SZM1019CRE;;ESPEJO SUZUKI SX-4 07-06Elect, Prime-Ngro;ACCESORIO;291;0,1;0,01;0,01;5;SUZUKI;ACCESORIOS;PARTES;VIEW MAX;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), F: (0), A: (0);0;0;TONG YANG;;;1;
TH-6901E-L;;SZM1019CLE;;ESPEJO SUZUKI SX-4 07-06Elect, Prime-Ngro;ACCESORIO;291;0,1;0,01;0,01;5;SUZUKI;ACCESORIOS;PARTES;VIEW MAX;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), F: (0), A: (1);0;0;TONG YANG;;;2;
222110;;222110;;ESPEJO TOTOTA COROLLA 90 ESMAMUT;ACCESORIO;178;0,1;0;0;12;TOYOTA;ACCESORIOS;VARIOS;ESMAMUT;SET;TAIWAN;PAU: (0), A: (0), C: (1);0;0;ESMAMUT S.R.L.;;;1;
TH-2279E-00-R;;TYM1195ARE;;ESPEJO TOY COROLLA 10 Elect, LED lamp, Prime, aspherica;ACCESORIO;437;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (0), A: (0);0;0;TONG YANG;;;1;
TH-2279E-00-L;;TYM1195ALE;;ESPEJO TOY COROLLA 10 Elect, LED lamp, Prime, aspherica;ACCESORIO;415;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), F: (0), A: (0);0;0;TONG YANG;;;2;
TH-2265E-4-L;;TYM1150ALE;;ESPEJO TOY YARIS 06 Electrico;ACCESORIO;309;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;F: (3), A: (2);0;0;TONG YANG;;;5;
TH-2265E-4-R;;TYM1150ARE;;ESPEJO TOY YARIS 06 Electrico;ACCESORIO;309;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;THM;UNIDAD;TAIWAN;F: (3), A: (2);0;0;TONG YANG;;;5;
222111;;222111;;ESPEJO TOYOTA COROLLA 92-95 ESMAMUT;ACCESORIO;178;0,1;0;0;12;TOYOTA;ACCESORIOS;VARIOS;ESMAMUT;SET;TAIWAN;MUESTRAS: (1), PAU: (0), A: (0), C: (1);0;0;ESMAMUT S.R.L.;;;2;
YT8021B-L;;YT8021B-L;;ESPEJO TY Hiace '05- negro;ACCESORIO;203;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;YTM;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (0), A: (0);;;TONG YANG;;;1;
221-1117L-LD-EM;;221-1117-L-LD-EM;;FAROL HYUNDAY ACCENT ’96 3D;ACCESORIO;481;0,1;0;0;4;HYUNDAY;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;PAU: (0), A: (1), E: (0);;;DEPO;;;1;
221-1117R-LD-EM;;221-1117-R-LD-EM;;FAROL HYUNDAY ACCENT ’96 3D;ACCESORIO;481;0,1;0;0;4;HYUNDAY;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;PAU: (0), A: (2), E: (0);;;DEPO;;;2;
213-1136R-LD-E;;213-1136-R-LD-E;;FAROL ISUZU CAMION NPR,NHR ’04-’05;ACCESORIO;633;0,1;0;0;6;ISUZU;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
213-1122L-LD;;213-1122-L-LD;222704;FAROL ISUZU FTR-00-01;ACCESORIO;405;0,1;0;0;6;ISUZU;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
213-1122R-LD;;213-1122-R-LD;222705;FAROL ISUZU FTR-00-01;ACCESORIO;405;0,1;0;0;6;ISUZU;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (5), E: (0);;;DEPO;;;5;
213-1123R-LD-E;;213-1123R-LD-E;213-1123;FAROL ISUZU LUV 97-200 SL- TFR CAMIONETA;ACCESORIO;367;0,5;0,5;0,5;6;ISUZU;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;1;
214-11ADR-LDEM2;;214-11ADR-LDEM2;227136;FAROL MB L-200 15-,FT FULBAK 16;ACCESORIO;3163;0,1;0;0;1;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
214-11ADL-LDEM2;;214-11ADL-LDEM2;227135;FAROL MB L-200 15-,FT FULBAK 16;ACCESORIO;3163;0,1;0;0;1;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (2), E: (0);;;DEPO;;;2;
214-1155R-LD;;214-1155R-LD;227134;FAROL MIT, L300 DELICA 2010,;ACCESORIO;494;0,1;0;0;6;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (1), E: (0);;;DEPO;;;3;
214-1155L-LD;;214-1155L-LD;227133;FAROL MIT, L300 DELICA 2010,;ACCESORIO;494;0,1;0;0;6;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (2), E: (0);;;DEPO;;;4;
214-1105R-LD;;214-1105-R-LD;;FAROL MIT, ROSA FE444,92-95-86;ACCESORIO;443;0,1;0;0;6;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
314-1140L-AF2;;314-1140L-AF2;;FAROL MITSUBISHI LANCER EVOLUTION X 08 AF2 11-1-08;ACCESORIO;2404;0,1;0;0;2;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
214-1197R-LD-EM;;214-1197-R-LD-EM;;FAROL MITSUBISHI MONTERO PAJERO 09 L200,10 PAJERO SPORT,09;ACCESORIO;1835;0,38;0,5;0,5;2;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (2), E: (0);;;DEPO;;;2;
315-1170L-AS;;315-1170L-AS;;FAROL NISS, ARMADA 2004-2007;ACCESORIO;2404;0,1;0;0;2;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
315-1170R-AS;;315-1170R-AS;;FAROL NISS, ARMADA 2004-2007;ACCESORIO;2404;0,1;0;0;2;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
115-1136L-LEMN2;;115-1136L-LEMN2;26010-4CC0C;FAROL NISSAN ,X-TRAIL 14 UNIT,,ECE,ELEC W-LED;ACCESORIO;2910;0,5;0,5;0,5;2;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
115-1136R-LEMN2;;115-1136R-LEMN2;26060-4CC0C;FAROL NISSAN ,X-TRAIL 14 UNIT,,ECE,ELEC W-LED;ACCESORIO;2910;0,5;0,5;0,5;2;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
215-1185L-LD-E;;215-1185-L-LD-E;221851;FAROL NISSAN 720 2000 FRONTIER CRSITAL;ACCESORIO;405;0,1;0;0;6;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
315-1164L-US7;;315-1164-L-US7;;FAROL NISSAN ALTIMA,07,SAE,SMOKE;ACCESORIO;1873;0,75;0,5;0,5;2;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (2), E: (0);;;DEPO;;;2;
215-1171L-LD-E;;26013-31Z01;222688;FAROL NISSAN CONDOR PKC212 / PK250 95/98/99 UD;ACCESORIO;570;3,515;0,5;0,5;4;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;FALLAS DE FABRICA: (1), PAU: (0), A: (0), E: (0);;;DEPO;;;1;
315-1174L-AS;;315-1174L-AS;221855;FAROL NISSAN FRONTIER ,09-11 PICK UP;ACCESORIO;1961;0,1;0;0;4;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (3), E: (0);;;DEPO;;;5;
315-1174R-AS;;315-1174R-AS;221856;FAROL NISSAN FRONTIER ,09-11 PICK UP;ACCESORIO;1961;0,1;0;0;4;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (4), E: (0);;;DEPO;;;6;
315-1156L-US;;315-1156-L-US;221582;FAROL NISSAN MURANO 03- 04-2006;ACCESORIO;1177;0,1;0;0;4;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (2), E: (0);;;DEPO;;;2;
315-1156R-US;;315-1156-R-US;221583;FAROL NISSAN MURANO 03- 04-2006;ACCESORIO;1177;0,1;0;0;4;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (3), E: (0);;;DEPO;;;3;
315-1136R-US;;315-1136-R-US;222727;FAROL NISSAN PATHFINDER 98-2004 CRISTAL VAGONETA;ACCESORIO;443;0,1;0;0;6;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), E: (0);;;DEPO;;;1;
315-1136L-US;;315-1136-L-US;222726;FAROL NISSAN PATHFINDER 98-2004 CRISTAL VAGONETA;ACCESORIO;481;0,1;0;0;6;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;2;
315-1169L-AF;;315-1169-L-AS;227030;FAROL NISSAN PATHIFINDER 08-10;ACCESORIO;1759;0,1;0;0;2;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;BOLIVIA;SUCURSAL KM.14: (1), A: (2), E: (1);;;DEPO;FERIA BL;;4;
315-1169R-AF;;315-1169R-AF;227031;FAROL NISSAN PATHIFINDER 08-12 AF HL NSF;ACCESORIO;1759;0,1;0;0;2;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), PAU: (0), E: (0);;;DEPO;;;1;
115-1116R-LD-E1;;227011;227011;FAROL NISSAN TIDA 05 MANU;ACCESORIO;949;4,7;0,5;0,5;1;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
215-11C4L-LD-E;;26060EL00A;221766;FAROL NISSAN TIDA 07;ACCESORIO;1013;5,055;0,5;0,5;2;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (2), E: (0);;;DEPO;;;2;
215-11C5L-LD-E;;215-11C5-L-LD-E;26060-1JY5A;FAROL NISSAN TIIDA 08 MANUAL;ACCESORIO;1013;0,5;0,5;0,5;1;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
215-11C5R-LD-E;;215-11C5-R-LD-E;26010-1JY5A;FAROL NISSAN TIIDA 08 MANUAL;ACCESORIO;1013;0,5;0,5;0,5;1;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
215-11A5L-LD-E;;215-11A5-L-LD-E;;FAROL NISSAN URBAN-CARABAN E24 02 E25 2005-06 VAN;ACCESORIO;583;0,1;0;0;6;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (6), E: (0);;;DEPO;FERIA BL;;6;
215-11B4R-LD-EM;;215-11B4-R-LD-EM;221540;FAROL NISSAN URVAN-CARAVAN E25 ’07-08 EM;ACCESORIO;823;0,1;0;0;4;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (7), E: (0);;;DEPO;;;9;
215-11B4L-LD-EM;;215-11B4-L-LD-EM;221538;FAROL NISSAN URVAN-CARAVAN E25 ’07-08 EM;ACCESORIO;823;0,1;0;0;4;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (9), E: (0);;;DEPO;;;11;
115-1135LMLD-M2;;115-1135LMLD-M2;26060-4CL0A-B193;FAROL NISSAN X-TRAIL,,14,UNIT,,3C,ELEC W-S MO;ACCESORIO;5060;0,5;0,5;0,5;2;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
115-1135RMLD-M2;;115-1135RMLD-M2;26010-4CL0A-B193;FAROL NISSAN X-TRAIL,,14,UNIT,,3C,ELEC W-S MO;ACCESORIO;5060;0,5;0,5;0,5;2;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
115-1136LMLD-M2;;115-1136LMLD-M2;26010-4CL5A-B19;FAROL NISSAN,X-TRAIL 14 UNIT,,3C,ELEC W-S MO;ACCESORIO;2973;0,5;0,5;0,5;2;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
115-1136RMLD-M2;;115-1136RMLD-M2;26060-4CL5A-B19;FAROL NISSAN,X-TRAIL 14 UNIT,,3C,ELEC W-S MO;ACCESORIO;2973;0,5;0,5;0,5;2;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
220-1111L-LD-E7;;220-1111L-LDEM7;;FAROL SUBARU IMPREZA WRX 03-07 GRIS;ACCESORIO;2973;3,025;0,5;0,5;4;SUBARU;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
220-1111R-LD-E7;;220-1111R-LDEM7;;FAROL SUBARU IMPREZA WRX 03-07 GRIS;ACCESORIO;2973;5,5418;0,5;0,5;4;SUBARU;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
218-1147R-LD-EM;;218-1147R-LD-EM;;FAROL SUZUKI ,CELERIO 2010, ALTO 2008, A-STAR 09-;ACCESORIO;1076;0,1;0;0;4;SUZUKI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
218-1127L-LD-EM;;35230-54G10;222724;FAROL SUZUKI BALENO XG AEREO 2003 LIANA;ACCESORIO;823;3,3275;0,5;0,5;4;SUZUKI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (2), E: (0);;;DEPO;;;2;
318-1109R-US1;;318-1109-R-US1;221830;FAROL SUZUKI GRAN VITARA 06-08;ACCESORIO;1873;0,1;0;0;2;SUZUKI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (6), E: (0);;;DEPO;;;6;
312-11D7L-AF2;;312-11D7L-AF2;227141;FAROL TOY COROLLA 14-15 LED;ACCESORIO;3479;0,1;0;0;2;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (12), E: (11);;;DEPO;;;24;
312-11D7R-AF2;;312-11D7R-AF2;227142;FAROL TOY COROLLA 14-15 LED;ACCESORIO;3479;0,1;0;0;2;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (12), E: (11);;;DEPO;;;24;
212-1181R-LD;;81110-1E460;222621;FAROL TOY COROLLA 98 CRISTAL TUNING;ACCESORIO;367;1,7;0,5;0,5;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
212-1140R-LD-E;;81110-1A800;222509;FAROL TOY COROLLA EUROPEO AE92;ACCESORIO;367;2,4417;0,5;0,5;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;PAU: (0), A: (2), E: (0);;;DEPO;;;2;
212-1129L-LD;;212-1129-L;;FAROL TOY CORONA 86-87;ACCESORIO;481;0,1;0;0;6;TOYOTA;ACCESORIOS;ILUMINACION;SIN MARCA;UNIDAD;TAIWAN;A: (0), E: (1);;;DEPO;;;1;
312-11A2L-UF;;312-11A2L-UF;;FAROL TOY FJ CRUSER 07-14;ACCESORIO;1265;0,5;0,5;0,5;4;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;E: (2);;;DEPO;;;2;
212-1198R-LD;;212-1198R-LD;232420;FAROL TOY HIACE 99 CRISTAL TUNING;ACCESORIO;823;0,1;0;0;4;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (13), E: (0);;;DEPO;;;15;
212-1198L-LD;;212-1198L-LD;232419;FAROL TOY HIACE 99 CRISTAL TUNING;ACCESORIO;823;0,1;0;0;4;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (14), E: (0);;;DEPO;;;16;
312-1175L-UFN9;;312-1175L-UFN9;227121;FAROL TOY HIGLANDER 04-07;ACCESORIO;1835;0,1;0;0;4;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
312-1175R-UFN9;;312-1175R-UFN9;227122;FAROL TOY HIGLANDER 04-07;ACCESORIO;1835;0,1;0;0;4;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
